what,kind,bundleId,bundleVersion,description,time
stopped,bundle,org.eclipse.jst.servlet.ui,1.1.200.v200805150230,org.eclipse.jst.servlet.ui,1216294441864
stopped,bundle,org.eclipse.jst.jee.ui,1.0.100.v200805221242,org.eclipse.jst.jee.ui,1216294441874
stopped,bundle,org.eclipse.jst.j2ee.navigator.ui,1.1.200.v200805221242,org.eclipse.jst.j2ee.navigator.ui,1216294441874
stopped,bundle,org.eclipse.jst.ejb.ui,1.1.200.v200805292155,org.eclipse.jst.ejb.ui,1216294441874
stopped,bundle,org.eclipse.jst.j2ee.ejb.annotations.emitter,1.1.102.v200805140135,org.eclipse.jst.j2ee.ejb.annotations.emitter,1216294441884
stopped,bundle,org.eclipse.jst.j2ee.jca.ui,1.1.200.v200805140020,org.eclipse.jst.j2ee.jca.ui,1216294441884
stopped,bundle,org.eclipse.jst.j2ee.ui,1.1.200.v200805140020,org.eclipse.jst.j2ee.ui,1216294441884
stopped,bundle,org.eclipse.jst.jsf.apache.trinidad.tagsupport,1.0.0.v20080605,org.eclipse.jst.jsf.apache.trinidad.tagsupport,1216294441884
stopped,bundle,org.eclipse.jst.jsf.facesconfig.ui,1.1.0.v20080610,org.eclipse.jst.jsf.facesconfig.ui,1216294441884
stopped,bundle,org.eclipse.jst.jsf.ui,1.1.0.v20080606,org.eclipse.jst.jsf.ui,1216294441884
stopped,bundle,org.eclipse.jst.pagedesigner.jsf.ui,1.1.0.v20080605,org.eclipse.jst.pagedesigner.jsf.ui,1216294441884
stopped,bundle,org.eclipse.jst.pagedesigner,1.1.0.v20080605,org.eclipse.jst.pagedesigner,1216294441884
stopped,bundle,org.eclipse.jst.jsf.common.ui,1.1.0.v20080605,org.eclipse.jst.jsf.common.ui,1216294441894
stopped,bundle,org.eclipse.jst.jsf.core,1.1.0.v20080606,org.eclipse.jst.jsf.core,1216294441894
stopped,bundle,org.eclipse.jst.jsf.standard.tagsupport,1.1.0.v20080515,org.eclipse.jst.jsf.standard.tagsupport,1216294441894
stopped,bundle,org.eclipse.jst.pagedesigner.jsp.core,1.1.0.v20080605,org.eclipse.jst.pagedesigner.jsp.core,1216294441894
stopped,bundle,org.eclipse.jst.jsf.common,1.1.0.v20080605,org.eclipse.jst.jsf.common,1216294441894
stopped,bundle,org.eclipse.wst.jsdt.web.support.jsp,1.0.0.v200804302218,org.eclipse.wst.jsdt.web.support.jsp,1216294441894
stopped,bundle,org.eclipse.jst.jsp.ui,1.1.300.v200805152207,org.eclipse.jst.jsp.ui,1216294441894
stopped,bundle,org.eclipse.jst.ws.axis2.ui,1.0.201.v200805301834,org.eclipse.jst.ws.axis2.ui,1216294441894
stopped,bundle,org.eclipse.jst.ws.uddiregistry,1.0.300.v200805140230,org.eclipse.jst.ws.uddiregistry,1216294441894
stopped,bundle,org.eclipse.jst.ws.ui,1.0.302.v200805140230,org.eclipse.jst.ws.ui,1216294441894
stopped,bundle,org.eclipse.jdt.ui,3.4.0.v20080603-2000,org.eclipse.jdt.ui,1216294441955
stopped,bundle,org.eclipse.mylyn.bugzilla.ui,3.0.0.v20080619-1900,org.eclipse.mylyn.bugzilla.ui,1216294441955
stopped,bundle,org.eclipse.mylyn.ide.ui,3.0.0.v20080619-1900,org.eclipse.mylyn.ide.ui,1216294441955
